Bestandeseinheit,Baumart,Baumnummer,D_1955,Aus_1955,H_1955,D_1959,Aus_1959,H_1959,D_1966,Aus_1966,H_1966,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_1996,Aus_1996,H_1996,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2014,Aus_2014,H_2014
1,Bu,9503,15.6,NA,NA,15.9,NA,NA,16.7,NA,NA,16.6,NA,NA,16.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9504,16.3,NA,NA,16.3,NA,NA,16.6,NA,NA,16.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9601,31.4,NA,NA,32.5,NA,NA,35.5,NA,NA,39.2,NA,NA,41.6,NA,NA,44.5,NA,NA,45.0,2,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9602,33.4,NA,NA,34.8,NA,NA,38.0,NA,NA,42.2,NA,NA,47.5,NA,NA,51.6,NA,NA,52.1,NA,NA,54.4,NA,NA,55.8,NA,NA,57.3,NA,NA,59.1,NA,NA
1,Bu,9603,27.5,NA,NA,28.6,NA,NA,30.2,NA,NA,33.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9604,24.1,NA,NA,24.6,NA,NA,27.0,NA,NA,28.8,NA,NA,30.8,NA,NA,32.5,NA,NA,32.7,NA,NA,33.4,NA,NA,34.0,NA,NA,35.4,NA,NA,35.0,NA,NA
1,Bu,9605,51.0,NA,26.0,52.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9606,38.1,NA,NA,40.2,NA,NA,44.4,NA,NA,49.4,NA,NA,54.5,NA,NA,58.6,NA,NA,59.1,NA,NA,61.4,NA,NA,63.1,NA,NA,66.2,NA,NA,67.4,NA,NA
1,Bu,9701,31.6,NA,NA,32.4,NA,NA,33.8,NA,NA,35.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9702,24.0,NA,NA,25.6,NA,NA,27.0,NA,NA,29.0,NA,NA,32.1,NA,NA,36.9,NA,NA,37.5,NA,NA,40.5,NA,NA,42.2,NA,NA,45.8,NA,NA,49.0,NA,NA
1,Bu,9703,36.0,NA,NA,37.0,NA,NA,39.0,NA,NA,41.4,NA,NA,44.0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9704,37.8,NA,25.5,39.2,NA,NA,42.7,NA,NA,47.0,NA,NA,51.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9705,36.5,NA,NA,38.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9801,38.8,NA,NA,40.2,NA,NA,43.8,7,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9802,29.2,NA,NA,31.7,NA,NA,33.2,NA,NA,36.6,NA,NA,41.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9803,16.0,NA,NA,16.0,NA,NA,16.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9901,10.1,NA,NA,10.1,NA,NA,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9902,8.1,NA,NA,8.4,NA,NA,8.5,NA,NA,8.8,NA,NA,10.1,NA,NA,14.0,NA,NA,14.4,NA,NA,16.2,NA,NA,17.7,NA,NA,21.5,NA,NA,24.9,NA,NA
1,Bu,9903,28.7,NA,NA,31.3,NA,NA,36.1,NA,NA,42.9,NA,NA,50.7,NA,NA,57.7,NA,NA,58.4,NA,NA,61.7,NA,NA,63.3,4,NA,NA,NA,NA,NA,NA,NA
1,Bu,9904,10.2,NA,NA,10.3,NA,NA,12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9905,13.1,NA,NA,13.1,NA,NA,13.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9906,18.7,NA,NA,19.7,NA,NA,21.0,NA,NA,22.0,NA,NA,22.2,NA,NA,23.0,NA,NA,23.1,NA,NA,23.6,NA,NA,23.7,NA,NA,24.5,NA,NA,27.1,NA,NA
1,Bu,9907,18.5,NA,NA,19.8,NA,NA,21.6,NA,NA,24.0,NA,NA,27.0,NA,NA,30.1,NA,NA,30.3,NA,NA,31.2,NA,NA,32.1,NA,NA,34.0,NA,NA,35.8,NA,NA
